Stof,Bedrijf,Jaar,Hoeveelheid,Eenheid
Benzeen,Intern. Flav. & Fragranc. I.F.F. BV,2022,15,kg
Tolueen,Intern. Flav. & Fragranc. I.F.F. BV,2022,30,kg
Etheen,Intern. Flav. & Fragranc. I.F.F. BV,2022,148,kg
NMVOS,Intern. Flav. & Fragranc. I.F.F. BV,2022,591,kg
Methaan,Intern. Flav. & Fragranc. I.F.F. BV,2022,886,kg
VOS,Intern. Flav. & Fragranc. I.F.F. BV,2022,1477,kg
Stikstofoxiden (als NO2),Intern. Flav. & Fragranc. I.F.F. BV,2022,2424,kg
NMVOS,Intern. Flav. & Fragranc. I.F.F. BV,2022,12632,kg
VOS,Intern. Flav. & Fragranc. I.F.F. BV,2022,12632,kg
Methaan,Intern. Flav. & Fragranc. I.F.F. BV,2022,24814,kg CO₂-eq
Koolstofdioxide,Intern. Flav. & Fragranc. I.F.F. BV,2022,7409352,kg CO₂-eq
Koolstofdioxide,Intern. Flav. & Fragranc. I.F.F. BV,2022,7409352,kg
"Fijnstof (PM2,5)",Internationale Graanoverslag Maatschappij Amsterdam BV,2022,7594,kg
Fijnstof (PM10),Internationale Graanoverslag Maatschappij Amsterdam BV,2022,50628,kg
Grof stof,Internationale Graanoverslag Maatschappij Amsterdam BV,2022,187324,kg
TSP (Totaal stof),Internationale Graanoverslag Maatschappij Amsterdam BV,2022,237952,kg
Stikstofoxiden (als NO2),Intervet Schering-Plough Animal Health (De Bilt),2022,76,kg
NMVOS,Intervet Schering-Plough Animal Health (De Bilt),2022,3700,kg
VOS,Intervet Schering-Plough Animal Health (De Bilt),2022,3700,kg
Koolstofdioxide,Intervet Schering-Plough Animal Health (De Bilt),2022,254600,kg CO₂-eq
Koolstofdioxide,Intervet Schering-Plough Animal Health (De Bilt),2022,254600,kg
Formaldehyde,Invista Nederland BV (Rozenburg),2022,1,kg
Benzeen,Invista Nederland BV (Rozenburg),2022,6,kg
Tolueen,Invista Nederland BV (Rozenburg),2022,7,kg
Grof stof,Invista Nederland BV (Rozenburg),2022,13,kg
TSP (Totaal stof),Invista Nederland BV (Rozenburg),2022,13,kg
Grof stof,Invista Nederland BV (Rozenburg),2022,47,kg
TSP (Totaal stof),Invista Nederland BV (Rozenburg),2022,47,kg
Etheen,Invista Nederland BV (Rozenburg),2022,66,kg
NMVOS,Invista Nederland BV (Rozenburg),2022,264,kg
Methaan,Invista Nederland BV (Rozenburg),2022,397,kg
Koolstofmonoxide,Invista Nederland BV (Rozenburg),2022,661,kg
VOS,Invista Nederland BV (Rozenburg),2022,661,kg
Stikstofoxiden (als NO2),Invista Nederland BV (Rozenburg),2022,2938,kg
Methaan,Invista Nederland BV (Rozenburg),2022,11116,kg CO₂-eq
Koolstofdioxide,Invista Nederland BV (Rozenburg),2022,4681365,kg CO₂-eq
Koolstofdioxide,Invista Nederland BV (Rozenburg),2022,4681365,kg
Benzeen,Invista Polyester BV,2022,1,kg
Tolueen,Invista Polyester BV,2022,1,kg
NMVOS,Invista Polyester BV,2022,9,kg
VOS,Invista Polyester BV,2022,9,kg
Etheen,Invista Polyester BV,2022,10,kg
Grof stof,Invista Polyester BV,2022,10,kg
TSP (Totaal stof),Invista Polyester BV,2022,10,kg
NMVOS,Invista Polyester BV,2022,272,kg
Methaan,Invista Polyester BV,2022,411,kg
Koolstofmonoxide,Invista Polyester BV,2022,571,kg
VOS,Invista Polyester BV,2022,683,kg
Stikstofoxiden (als NO2),Invista Polyester BV,2022,1598,kg
Methaan,Invista Polyester BV,2022,11508,kg CO₂-eq
Koolstofdioxide,Invista Polyester BV,2022,4052214,kg CO₂-eq
Koolstofdioxide,Invista Polyester BV,2022,4052214,kg
Stikstofoxiden (als NO2),IOI - Loders Croklaan Oils B.V.,2022,3732,kg
Koolstofdioxide,IOI - Loders Croklaan Oils B.V.,2022,12051142,kg CO₂-eq
Koolstofdioxide,IOI - Loders Croklaan Oils B.V.,2022,12051142,kg
Koolstofdioxide,J.A. ter Maten Pluimveebedrijf BV,2022,215000,kg CO₂-eq
Koolstofdioxide,J.A. ter Maten Pluimveebedrijf BV,2022,215000,kg
Halogeenverb.org.,Janssen Biologics BV,2022,78,kg
HFK's of H-F-KWS,Janssen Biologics BV,2022,78,kg
Overige HFK's,Janssen Biologics BV,2022,78,kg
Stikstofoxiden (als NO2),Janssen Biologics BV,2022,1520,kg
NMVOS,Janssen Biologics BV,2022,22498,kg
VOS,Janssen Biologics BV,2022,22498,kg
Koolstofdioxide,Janssen Biologics BV,2022,4360000,kg CO₂-eq
Koolstofdioxide,Janssen Biologics BV,2022,4360000,kg
Koolstofdioxide,JAZO Zevenaar BV,2022,115000,kg CO₂-eq
Koolstofdioxide,JAZO Zevenaar BV,2022,115000,kg
Benzeen,Johnson Matthey BV,2022,1,kg
Distikstofoxide,Johnson Matthey BV,2022,1,kg
Tolueen,Johnson Matthey BV,2022,2,kg
Etheen,Johnson Matthey BV,2022,11,kg
Methaan,Johnson Matthey BV,2022,128,kg
Fluoriden anorganisch (als HF),Johnson Matthey BV,2022,211,kg
Grof stof,Johnson Matthey BV,2022,262,kg
TSP (Totaal stof),Johnson Matthey BV,2022,262,kg
Distikstofoxide,Johnson Matthey BV,2022,276,kg CO₂-eq
Koolstofmonoxide,Johnson Matthey BV,2022,1369,kg
Methaan,Johnson Matthey BV,2022,3580,kg CO₂-eq
NMVOS,Johnson Matthey BV,2022,11227,kg
VOS,Johnson Matthey BV,2022,11355,kg
Zwaveloxiden (als SO2),Johnson Matthey BV,2022,15031,kg
Stikstofoxiden (als NO2),Johnson Matthey BV,2022,27533,kg
Koolstofdioxide,Johnson Matthey BV,2022,3019583,kg CO₂-eq
Koolstofdioxide,Johnson Matthey BV,2022,3019583,kg
Koolstofdioxide,Kamp Coating Apeldoorn BV,2022,1389057,kg CO₂-eq
Koolstofdioxide,Kamp Coating Apeldoorn BV,2022,1389057,kg
Chroomverb. (als Cr),KBM Master Alloys BV (Delfzijl),2022,2,kg
Koolstofmonoxide,KBM Master Alloys BV (Delfzijl),2022,5,kg
Fluoriden anorganisch (als HF),KBM Master Alloys BV (Delfzijl),2022,593,kg
Grof stof,KBM Master Alloys BV (Delfzijl),2022,746,kg
TSP (Totaal stof),KBM Master Alloys BV (Delfzijl),2022,746,kg
Stikstofoxiden (als NO2),KBM Master Alloys BV (Delfzijl),2022,3213,kg
Koolstofdioxide,KBM Master Alloys BV (Delfzijl),2022,4207235,kg CO₂-eq
Koolstofdioxide,KBM Master Alloys BV (Delfzijl),2022,4207235,kg
Grof stof,KBM Master Alloys BV (Oss),2022,18,kg
TSP (Totaal stof),KBM Master Alloys BV (Oss),2022,18,kg
Stikstofoxiden (als NO2),KBM Master Alloys BV (Oss),2022,134,kg
Koolstofdioxide,KBM Master Alloys BV (Oss),2022,219260,kg CO₂-eq
Koolstofdioxide,KBM Master Alloys BV (Oss),2022,219260,kg
Stikstofoxiden (als NO2),Keizersberg Diervoeders Elsendorp B.V. (Milheeze),2022,14,kg
Koolstofdioxide,Keizersberg Diervoeders Elsendorp B.V. (Milheeze),2022,39573,kg CO₂-eq
Koolstofdioxide,Keizersberg Diervoeders Elsendorp B.V. (Milheeze),2022,39573,kg
Stikstofoxiden (als NO2),Keizersberg Diervoeders Elsendorp BV,2022,3,kg
Koolstofdioxide,Keizersberg Diervoeders Elsendorp BV,2022,7158,kg CO₂-eq
Koolstofdioxide,Keizersberg Diervoeders Elsendorp BV,2022,7158,kg
Benzeen,Kemira Chemicals BV,2022,13,kg
Distikstofoxide,Kemira Chemicals BV,2022,14,kg
Tolueen,Kemira Chemicals BV,2022,26,kg
Etheen,Kemira Chemicals BV,2022,130,kg
NMVOS,Kemira Chemicals BV,2022,521,kg
Methaan,Kemira Chemicals BV,2022,781,kg
NMVOS,Kemira Chemicals BV,2022,1137,kg
VOS,Kemira Chemicals BV,2022,1137,kg
VOS,Kemira Chemicals BV,2022,1302,kg
Distikstofoxide,Kemira Chemicals BV,2022,3676,kg CO₂-eq
Koolstofmonoxide,Kemira Chemicals BV,2022,6950,kg
Methaan,Kemira Chemicals BV,2022,21874,kg CO₂-eq
Koolstofdioxide,Kemira Chemicals BV,2022,7850000,kg CO₂-eq
Koolstofdioxide,Kemira Chemicals BV,2022,7850000,kg
Halogeenverb.org.,Kemira Rotterdam BV,2022,3,kg
Acrylonitril,Kemira Rotterdam BV,2022,300,kg
NMVOS,Kemira Rotterdam BV,2022,7800,kg
VOS,Kemira Rotterdam BV,2022,7800,kg
Fluoriden anorganisch (als HF),Keppel Verolme BV,2022,1,kg
Stikstofoxiden (als NO2),Keppel Verolme BV,2022,1,kg
Koolstofmonoxide,Keppel Verolme BV,2022,206,kg
NMVOS,Keppel Verolme BV,2022,52282,kg
VOS,Keppel Verolme BV,2022,52282,kg
Koolstofdioxide,Keppel Verolme BV,2022,639894,kg CO₂-eq
Koolstofdioxide,Keppel Verolme BV,2022,639894,kg
Stikstofoxiden (als NO2),KH Dairy Sourcing BV,2022,18403,kg
Koolstofdioxide,KH Dairy Sourcing BV,2022,1718298,kg CO₂-eq
Koolstofdioxide,KH Dairy Sourcing BV,2022,1718298,kg
Benzeen,Kisuma Chemicals BV,2022,14,kg
Distikstofoxide,Kisuma Chemicals BV,2022,15,kg
Tolueen,Kisuma Chemicals BV,2022,28,kg
Etheen,Kisuma Chemicals BV,2022,142,kg
NMVOS,Kisuma Chemicals BV,2022,568,kg
Methaan,Kisuma Chemicals BV,2022,852,kg
VOS,Kisuma Chemicals BV,2022,1420,kg
Distikstofoxide,Kisuma Chemicals BV,2022,4002,kg CO₂-eq
Koolstofmonoxide,Kisuma Chemicals BV,2022,7560,kg
Methaan,Kisuma Chemicals BV,2022,23856,kg CO₂-eq
Koolstofdioxide,Kisuma Chemicals BV,2022,8540000,kg CO₂-eq
Koolstofdioxide,Kisuma Chemicals BV,2022,8540000,kg
Kwikverb. (als Hg),Kleiwarenfabriek Façade Beek BV,2022,2,kg
Fluoriden anorganisch (als HF),Kleiwarenfabriek Façade Beek BV,2022,250,kg
Fluoriden anorganisch (als HF),Kleiwarenfabriek Façade Beek BV,2022,1069,kg
Stikstofoxiden (als NO2),Kleiwarenfabriek Façade Beek BV,2022,2003,kg
Stikstofoxiden (als NO2),Kleiwarenfabriek Façade Beek BV,2022,8555,kg
Koolstofmonoxide,Kleiwarenfabriek Façade Beek BV,2022,79140,kg
Koolstofdioxide,Kleiwarenfabriek Façade Beek BV,2022,1669170,kg CO₂-eq
Koolstofdioxide,Kleiwarenfabriek Façade Beek BV,2022,1669170,kg
Koolstofdioxide,Kleiwarenfabriek Façade Beek BV,2022,7128830,kg CO₂-eq
Koolstofdioxide,Kleiwarenfabriek Façade Beek BV,2022,7128830,kg
Kwikverb. (als Hg),Kleiwarenfabriek Joosten Kessel BV,2022,4,kg
Fluoriden anorganisch (als HF),Kleiwarenfabriek Joosten Kessel BV,2022,100,kg
Fluoriden anorganisch (als HF),Kleiwarenfabriek Joosten Kessel BV,2022,1315,kg
Stikstofoxiden (als NO2),Kleiwarenfabriek Joosten Kessel BV,2022,19570,kg
Koolstofmonoxide,Kleiwarenfabriek Joosten Kessel BV,2022,44511,kg
Koolstofdioxide,Kleiwarenfabriek Joosten Kessel BV,2022,664367,kg CO₂-eq
Koolstofdioxide,Kleiwarenfabriek Joosten Kessel BV,2022,664367,kg
Koolstofdioxide,Kleiwarenfabriek Joosten Kessel BV,2022,8763633,kg CO₂-eq
Koolstofdioxide,Kleiwarenfabriek Joosten Kessel BV,2022,8763633,kg
Grof stof,Klesch Aluminium Delfzijl,2022,7,kg
Elementair koolstof (EC2.5),Klesch Aluminium Delfzijl,2022,184,kg
"Fijnstof (PM2,5)",Klesch Aluminium Delfzijl,2022,333,kg
Fijnstof (PM10),Klesch Aluminium Delfzijl,2022,347,kg
TSP (Totaal stof),Klesch Aluminium Delfzijl,2022,354,kg
Koolstofmonoxide,Klesch Aluminium Delfzijl,2022,13739,kg
Stikstofoxiden (als NO2),Klesch Aluminium Delfzijl,2022,15557,kg
Koolstofdioxide,Klesch Aluminium Delfzijl,2022,15143778,kg CO₂-eq
Koolstofdioxide,Klesch Aluminium Delfzijl,2022,15143778,kg
Koolstofdioxide,Kok Gorinchem BV,2022,804000,kg CO₂-eq
Koolstofdioxide,Kok Gorinchem BV,2022,804000,kg
Stikstofoxiden (als NO2),Koninklijke Eru Kaasfabriek BV,2022,20,kg
Koolstofdioxide,Koninklijke Eru Kaasfabriek BV,2022,592665,kg CO₂-eq
Koolstofdioxide,Koninklijke Eru Kaasfabriek BV,2022,592665,kg
Kwikverb. (als Hg),Koninklijke Mosa BV Wandtegelfabriek,2022,6,kg
Grof stof,Koninklijke Mosa BV Wandtegelfabriek,2022,214,kg
TSP (Totaal stof),Koninklijke Mosa BV Wandtegelfabriek,2022,214,kg
Fluoriden anorganisch (als HF),Koninklijke Mosa BV Wandtegelfabriek,2022,691,kg
Chloriden,Koninklijke Mosa BV Wandtegelfabriek,2022,772,kg
Stikstofoxiden (als NO2),Koninklijke Mosa BV Wandtegelfabriek,2022,3348,kg
Koolstofmonoxide,Koninklijke Mosa BV Wandtegelfabriek,2022,8725,kg
Koolstofmonoxide,Koninklijke Mosa BV Wandtegelfabriek,2022,53229,kg
Koolstofdioxide,Koninklijke Mosa BV Wandtegelfabriek,2022,2908470,kg CO₂-eq
Koolstofdioxide,Koninklijke Mosa BV Wandtegelfabriek,2022,2908470,kg
Koolstofdioxide,Koninklijke Mosa BV Wandtegelfabriek,2022,17742984,kg CO₂-eq
Koolstofdioxide,Koninklijke Mosa BV Wandtegelfabriek,2022,17742984,kg
Stikstofoxiden (als NO2),Koninklijke VIV Buisman B.V.,2022,772,kg
Koolstofdioxide,Koninklijke VIV Buisman B.V.,2022,2344091,kg CO₂-eq
Koolstofdioxide,Koninklijke VIV Buisman B.V.,2022,2344091,kg
Stikstofoxiden (als NO2),Koster Keunen (Holland) B.V.,2022,107,kg
Koolstofdioxide,Koster Keunen (Holland) B.V.,2022,318800,kg CO₂-eq
Koolstofdioxide,Koster Keunen (Holland) B.V.,2022,318800,kg
Koolstofdioxide,Kriek Lakspuit- en Moffelinrichting BV,2022,357390,kg CO₂-eq
Koolstofdioxide,Kriek Lakspuit- en Moffelinrichting BV,2022,357390,kg
Koolstofdioxide,Lamb Weston / Meijer Potatoes,2022,58430000,kg CO₂-eq
Koolstofdioxide,Lamb Weston / Meijer Potatoes,2022,58430000,kg
Koolstofdioxide,Lamb Weston / Meyer VOF (Klooster Lidlum),2022,13543444,kg CO₂-eq
Koolstofdioxide,Lamb Weston / Meyer VOF (Klooster Lidlum),2022,13543444,kg
Grof stof,Lawter Maastricht BV,2022,2,kg
TSP (Totaal stof),Lawter Maastricht BV,2022,2,kg
Koolstofdioxide,Lawter Maastricht BV,2022,2818000,kg CO₂-eq
Koolstofdioxide,Lawter Maastricht BV,2022,2818000,kg
Grof stof,Leo Hoogweg BV,2022,108,kg
TSP (Totaal stof),Leo Hoogweg BV,2022,108,kg
Zwaveloxiden (als SO2),Leo Hoogweg BV,2022,1452,kg
Stikstofoxiden (als NO2),Leo Hoogweg BV,2022,7544,kg
Koolstofdioxide,Leo Hoogweg BV,2022,79114335,kg CO₂-eq
Koolstofdioxide,Leo Hoogweg BV,2022,79114335,kg
Koolstofdioxide,Linde Gas Benelux B.V. (Europoort 2),2022,14120000,kg CO₂-eq
Koolstofdioxide,Linde Gas Benelux B.V. (Europoort 2),2022,14120000,kg
HFK-125 (Pentafluorethaan),Linde Gas Benelux BV,2022,5,kg
HFK-32 (Difluor-Methaan),Linde Gas Benelux BV,2022,5,kg
"HFK-134a (1,1,1,2-tetrafluorethaan)",Linde Gas Benelux BV,2022,11,kg
HFK's of H-F-KWS,Linde Gas Benelux BV,2022,21,kg
HCFK's of H-Cl-F-KWS,Linde Gas Benelux BV,2022,32,kg
Halogeenverb.org.,Linde Gas Benelux BV,2022,48,kg
VOS,Linde Gas Benelux BV,2022,48,kg
NMVOS,Linde Gas Benelux BV,2022,53,kg
NMVOS,Linde Gas Benelux BV,2022,166,kg
VOS,Linde Gas Benelux BV,2022,166,kg
Ammoniak,Linde Gas Benelux BV,2022,200,kg
Grof stof,Linde Gas Benelux BV,2022,244,kg
TSP (Totaal stof),Linde Gas Benelux BV,2022,244,kg
Stikstofoxiden (als NO2),Linde Gas Benelux BV,2022,1641,kg
HFK-32 (Difluor-Methaan),Linde Gas Benelux BV,2022,3385,kg CO₂-eq
"HFK-134a (1,1,1,2-tetrafluorethaan)",Linde Gas Benelux BV,2022,14300,kg CO₂-eq
HFK-125 (Pentafluorethaan),Linde Gas Benelux BV,2022,15850,kg CO₂-eq
Koolstofdioxide,Linde Gas Benelux BV,2022,126467,kg CO₂-eq
Koolstofdioxide,Linde Gas Benelux BV,2022,126467,kg
Koolstofdioxide,Linde Gas Benelux BV,2022,301927,kg CO₂-eq
Koolstofdioxide,Linde Gas Benelux BV,2022,301927,kg
Koolstofdioxide,Linde Gas Benelux BV,2022,3445761,kg CO₂-eq
Koolstofdioxide,Linde Gas Benelux BV,2022,3445761,kg
Stikstofoxiden (als NO2),Loders Croklaan B.V.,2022,5308,kg
NMVOS,Loders Croklaan B.V.,2022,31720,kg
VOS,Loders Croklaan B.V.,2022,31720,kg
Koolstofdioxide,Loders Croklaan B.V.,2022,16413522,kg CO₂-eq
Koolstofdioxide,Loders Croklaan B.V.,2022,16413522,kg
NMVOS,Loparex BV,2022,1868,kg
VOS,Loparex BV,2022,1868,kg
NMVOS,Loparex BV,2022,11304,kg
VOS,Loparex BV,2022,11304,kg
Koolstofdioxide,Loparex BV,2022,1329944,kg CO₂-eq
Koolstofdioxide,Loparex BV,2022,1329944,kg
Koolstofdioxide,Loparex BV,2022,3119862,kg CO₂-eq
Koolstofdioxide,Loparex BV,2022,3119862,kg
Chloriden,Lubrizol Advanced Materials Resins BV,2022,293,kg
Koolstofdioxide,Lubrizol Advanced Materials Resins BV,2022,382000,kg CO₂-eq
Koolstofdioxide,Lubrizol Advanced Materials Resins BV,2022,382000,kg
Grof stof,Lucite International Holland BV,2022,1,kg
Elementair koolstof (EC2.5),Lucite International Holland BV,2022,3,kg
"Fijnstof (PM2,5)",Lucite International Holland BV,2022,113,kg
Fijnstof (PM10),Lucite International Holland BV,2022,181,kg
TSP (Totaal stof),Lucite International Holland BV,2022,182,kg
NMVOS,Lucite International Holland BV,2022,515,kg
VOS,Lucite International Holland BV,2022,515,kg
Stikstofoxiden (als NO2),Lyempf Kampen BV,2022,5894,kg
Koolstofdioxide,Lyempf Kampen BV,2022,13800000,kg CO₂-eq
Koolstofdioxide,Lyempf Kampen BV,2022,13800000,kg
Tolueen,Lyondell Chemie Nederland B.V.,2022,1,kg
Benzeen,Lyondell Chemie Nederland B.V.,2022,20,kg
Tolueen,Lyondell Chemie Nederland B.V.,2022,43,kg
Methaan,Lyondell Chemie Nederland B.V.,2022,199,kg
Etheen,Lyondell Chemie Nederland B.V.,2022,202,kg
Ammoniak,Lyondell Chemie Nederland B.V.,2022,644,kg
Benzeen,Lyondell Chemie Nederland B.V.,2022,726,kg
Methaan,Lyondell Chemie Nederland B.V.,2022,1214,kg
Zwaveloxiden (als SO2),Lyondell Chemie Nederland B.V.,2022,1652,kg
Styreen,Lyondell Chemie Nederland B.V.,2022,2769,kg
Methaan,Lyondell Chemie Nederland B.V.,2022,5572,kg CO₂-eq
Stikstofoxiden (als NO2),Lyondell Chemie Nederland B.V.,2022,15648,kg
Koolstofmonoxide,Lyondell Chemie Nederland B.V.,2022,30545,kg
Methaan,Lyondell Chemie Nederland B.V.,2022,34003,kg CO₂-eq
NMVOS,Lyondell Chemie Nederland B.V.,2022,48407,kg
VOS,Lyondell Chemie Nederland B.V.,2022,48606,kg
NMVOS,Lyondell Chemie Nederland B.V.,2022,115265,kg
VOS,Lyondell Chemie Nederland B.V.,2022,116479,kg
Koolstofdioxide,Lyondell Chemie Nederland B.V.,2022,18880830,kg CO₂-eq
Koolstofdioxide,Lyondell Chemie Nederland B.V.,2022,18880830,kg
Koolstofdioxide,Lyondell Chemie Nederland B.V.,2022,29487855,kg CO₂-eq
Koolstofdioxide,Lyondell Chemie Nederland B.V.,2022,29487855,kg
Kwikverb. (als Hg),Lyondell Chemie Nederland BV,2022,1,kg
Benzeen,Lyondell Chemie Nederland BV,2022,20,kg
Grof stof,Lyondell Chemie Nederland BV,2022,20,kg
Koolstofmonoxide,Lyondell Chemie Nederland BV,2022,23,kg
Tolueen,Lyondell Chemie Nederland BV,2022,40,kg
Elementair koolstof (EC2.5),Lyondell Chemie Nederland BV,2022,51,kg
"Fijnstof (PM2,5)",Lyondell Chemie Nederland BV,2022,132,kg
Fijnstof (PM10),Lyondell Chemie Nederland BV,2022,180,kg
Etheen,Lyondell Chemie Nederland BV,2022,200,kg
TSP (Totaal stof),Lyondell Chemie Nederland BV,2022,200,kg
Methaan,Lyondell Chemie Nederland BV,2022,744,kg
Methaan,Lyondell Chemie Nederland BV,2022,1200,kg
Propyleenoxide,Lyondell Chemie Nederland BV,2022,1736,kg
Zwaveloxiden (als SO2),Lyondell Chemie Nederland BV,2022,2911,kg
Ammoniak,Lyondell Chemie Nederland BV,2022,4736,kg
Methaan,Lyondell Chemie Nederland BV,2022,20832,kg CO₂-eq
NMVOS,Lyondell Chemie Nederland BV,2022,26309,kg
VOS,Lyondell Chemie Nederland BV,2022,27510,kg
Methaan,Lyondell Chemie Nederland BV,2022,33612,kg CO₂-eq
NMVOS,Lyondell Chemie Nederland BV,2022,52408,kg
VOS,Lyondell Chemie Nederland BV,2022,53152,kg
Stikstofoxiden (als NO2),Lyondell Chemie Nederland BV,2022,74944,kg
Koolstofmonoxide,Lyondell Chemie Nederland BV,2022,489005,kg
Koolstofdioxide,Lyondell Chemie Nederland BV,2022,287033795,kg CO₂-eq
Koolstofdioxide,Lyondell Chemie Nederland BV,2022,287033795,kg
Grof stof,M&R Claushuis BV,2022,6,kg
TSP (Totaal stof),M&R Claushuis BV,2022,6,kg
Koolstofdioxide,M&R Claushuis BV,2022,82480,kg CO₂-eq
Koolstofdioxide,M&R Claushuis BV,2022,82480,kg
Benzeen,Maasstroom Energie CV,2022,219,kg
Grof stof,Maasstroom Energie CV,2022,365,kg
TSP (Totaal stof),Maasstroom Energie CV,2022,365,kg
Tolueen,Maasstroom Energie CV,2022,439,kg
Distikstofoxide,Maasstroom Energie CV,2022,731,kg
Etheen,Maasstroom Energie CV,2022,2194,kg
NMVOS,Maasstroom Energie CV,2022,8775,kg
Methaan,Maasstroom Energie CV,2022,13163,kg
Koolstofmonoxide,Maasstroom Energie CV,2022,18194,kg
VOS,Maasstroom Energie CV,2022,21938,kg
Stikstofoxiden (als NO2),Maasstroom Energie CV,2022,85220,kg
Distikstofoxide,Maasstroom Energie CV,2022,193689,kg CO₂-eq
Methaan,Maasstroom Energie CV,2022,368558,kg CO₂-eq
Koolstofdioxide,Maasstroom Energie CV,2022,426334300,kg CO₂-eq
Koolstofdioxide,Maasstroom Energie CV,2022,426334300,kg
NMVOS,Main B.V. (Jan van Riebeeckhavenweg),2022,1,kg
Methaan,Main B.V. (Jan van Riebeeckhavenweg),2022,2,kg
VOS,Main B.V. (Jan van Riebeeckhavenweg),2022,3,kg
Methaan,Main B.V. (Jan van Riebeeckhavenweg),2022,43,kg CO₂-eq
Stikstofoxiden (als NO2),Main B.V. (Jan van Riebeeckhavenweg),2022,63,kg
Koolstofdioxide,Main B.V. (Jan van Riebeeckhavenweg),2022,74448,kg CO₂-eq
Koolstofdioxide,Main B.V. (Jan van Riebeeckhavenweg),2022,74448,kg
Stikstofoxiden (als NO2),Mars Nederland BV,2022,5127,kg
Koolstofdioxide,Mars Nederland BV,2022,11873000,kg CO₂-eq
Koolstofdioxide,Mars Nederland BV,2022,11873000,kg
Koolstofdioxide,Martens Havenontvangstinst. Vlissingen BV,2022,54958,kg CO₂-eq
Koolstofdioxide,Martens Havenontvangstinst. Vlissingen BV,2022,54958,kg
Benzeen,Maxima-centrale,2022,229,kg
Tolueen,Maxima-centrale,2022,459,kg
Etheen,Maxima-centrale,2022,2293,kg
NMVOS,Maxima-centrale,2022,9172,kg
Methaan,Maxima-centrale,2022,13759,kg
VOS,Maxima-centrale,2022,22931,kg
Koolstofmonoxide,Maxima-centrale,2022,267642,kg
Methaan,Maxima-centrale,2022,385241,kg CO₂-eq
Stikstofoxiden (als NO2),Maxima-centrale,2022,393973,kg
Koolstofdioxide,Maxima-centrale,2022,1221772264,kg CO₂-eq
Koolstofdioxide,Maxima-centrale,2022,1221772264,kg
Benzeen,Mayr-Melnhof Eerbeek BV,2022,98,kg
Distikstofoxide,Mayr-Melnhof Eerbeek BV,2022,100,kg
Tolueen,Mayr-Melnhof Eerbeek BV,2022,195,kg
Etheen,Mayr-Melnhof Eerbeek BV,2022,978,kg
Stikstofoxiden (als NO2),Mayr-Melnhof Eerbeek BV,2022,2835,kg
NMVOS,Mayr-Melnhof Eerbeek BV,2022,4165,kg
Methaan,Mayr-Melnhof Eerbeek BV,2022,5619,kg
VOS,Mayr-Melnhof Eerbeek BV,2022,9784,kg
Distikstofoxide,Mayr-Melnhof Eerbeek BV,2022,26421,kg CO₂-eq
Koolstofmonoxide,Mayr-Melnhof Eerbeek BV,2022,75158,kg
Methaan,Mayr-Melnhof Eerbeek BV,2022,157332,kg CO₂-eq
Koolstofdioxide,Mayr-Melnhof Eerbeek BV,2022,58953696,kg CO₂-eq
Koolstofdioxide,Mayr-Melnhof Eerbeek BV,2022,58953696,kg
Koolstofmonoxide,McCain Foods Holland BV (Lelystad),2022,18710,kg
Koolstofdioxide,McCain Foods Holland BV (Lelystad),2022,20620,kg CO₂-eq
Koolstofdioxide,McCain Foods Holland BV (Lelystad),2022,20620,kg
Stikstofoxiden (als NO2),McCain Foods Holland BV (Lelystad),2022,21451,kg
Koolstofdioxide,McCain Foods Holland BV (Lelystad),2022,26275038,kg CO₂-eq
Koolstofdioxide,McCain Foods Holland BV (Lelystad),2022,26275038,kg
Benzeen,Mead Johnson BV,2022,15,kg
Distikstofoxide,Mead Johnson BV,2022,16,kg
Tolueen,Mead Johnson BV,2022,30,kg
Etheen,Mead Johnson BV,2022,151,kg
Grof stof,Mead Johnson BV,2022,173,kg
TSP (Totaal stof),Mead Johnson BV,2022,173,kg
NMVOS,Mead Johnson BV,2022,605,kg
Methaan,Mead Johnson BV,2022,908,kg
VOS,Mead Johnson BV,2022,1513,kg
Stikstofoxiden (als NO2),Mead Johnson BV,2022,3217,kg
Distikstofoxide,Mead Johnson BV,2022,4267,kg CO₂-eq
Koolstofmonoxide,Mead Johnson BV,2022,8054,kg
Methaan,Mead Johnson BV,2022,25418,kg CO₂-eq
Koolstofdioxide,Mead Johnson BV,2022,2078816,kg CO₂-eq
Koolstofdioxide,Mead Johnson BV,2022,2078816,kg
Koolstofdioxide,Mead Johnson BV,2022,9099000,kg CO₂-eq
Koolstofdioxide,Mead Johnson BV,2022,9099000,kg
Stikstofoxiden (als NO2),Meneba Meel BV,2022,1235,kg
Koolstofdioxide,Meneba Meel BV,2022,3144174,kg CO₂-eq
Koolstofdioxide,Meneba Meel BV,2022,3144174,kg
"HFK-134a (1,1,1,2-tetrafluorethaan)",Merck Sharp & Dohme BV (De Geer),2022,8,kg
Overige HFK's,Merck Sharp & Dohme BV (De Geer),2022,30,kg
Halogeenverb.org.,Merck Sharp & Dohme BV (De Geer),2022,38,kg
HFK's of H-F-KWS,Merck Sharp & Dohme BV (De Geer),2022,38,kg
NMVOS,Merck Sharp & Dohme BV (De Geer),2022,38,kg
VOS,Merck Sharp & Dohme BV (De Geer),2022,38,kg
Stikstofoxiden (als NO2),Merck Sharp & Dohme BV (De Geer),2022,502,kg
